scenario,polarity-tense,2.5%,25%,50%,75%,97.5%,mean,sd
newsanchor:notify,positive-future,-0.09629409635337982,0.3331403665168641,0.5521235943565883,0.7773216868650981,1.2273041312500672,0.55725974273069,0.33452332096151904
newsanchor:notify,negative-past,-0.1423477651818501,0.21964006273166092,0.4124245663213897,0.6033430766154552,0.969772841522046,0.4131038169047171,0.28479671838420195
newsanchor:notify,negative-future,0.20398588819057417,0.51916108761864,0.6921381956542699,0.8696585093644629,1.216880869332807,0.6960973282400089,0.2603033344321925
nurse:know,positive-past,-2.55230322913686,-2.3129605752266,-2.1893334124596397,-2.06908375471945,-1.84735199350247,-2.1927628559720427,0.1807388449132396
nurse:know,positive-future,-1.9098411358300702,-1.50343492179167,-1.2991374175917798,-1.0994417154502099,-0.7228292751759302,-1.303423444908628,0.30141293823835985
nurse:know,negative-past,-1.713621324142982,-1.3215858673479457,-1.1172281459231201,-0.9197210442152501,-0.5465050876448403,-1.1218970844723237,0.29898530056285044
nurse:know,negative-future,-1.7909408526271633,-1.434697341783853,-1.261246101249132,-1.0870828073343501,-0.7579610712961,-1.2635186144819524,0.2617865311315801
painter:think,positive-past,1.4930544875940501,1.726988933594,1.85388916174646,1.98190610512893,2.2335385925764903,1.8556101465449124,0.18842267891561523
painter:think,positive-future,0.42393561316239015,0.800236306894782,0.9999344035728119,1.215414981401591,1.637549225790289,1.0093206434826576,0.3094732287861144
painter:think,negative-past,1.252267470629627,1.613885843590515,1.8106110223365521,2.010216923848081,2.405676253711969,1.8157675312032922,0.2943688210645477
painter:think,negative-future,0.8444473134352499,1.1993586106007463,1.3842499908601398,1.5678990682106861,1.9237176193156982,1.3844794472905921,0.2756003321383174
paramedic:hate,positive-past,-2.4074238249844,-2.16562116732752,-2.0414054432019197,-1.9211944815445101,-1.69867127295113,-2.045094305197528,0.1811909614237815
paramedic:hate,positive-future,-0.80490905729601,-0.35999133204324973,-0.13722496889366975,0.0763738316115603,0.46851708583078944,-0.14653626151319102,0.32471655340702504
